date_time,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph
2010-01-01 00:00:00,-8,-16,0.0,2.8,1,1,100,04:59 PM,09:32 AM,08:59 AM,04:07 PM,-9,-9,-9,-9,5,100,99,0.0,1004,-10,0,242,3
2010-01-01 12:00:00,-8,-16,0.0,2.8,1,1,100,04:59 PM,09:32 AM,08:59 AM,04:07 PM,-9,-13,-9,-13,12,100,97,0.0,1006,-9,2,331,8
2010-01-02 00:00:00,-10,-13,0.1,2.8,1,1,85,06:37 PM,09:58 AM,08:59 AM,04:08 PM,-13,-17,-13,-17,15,100,100,0.0,1008,-13,0,19,8
2010-01-02 12:00:00,-10,-13,0.1,2.8,1,1,85,06:37 PM,09:58 AM,08:59 AM,04:08 PM,-10,-15,-10,-15,15,100,97,0.0,1006,-10,0,22,10
2010-01-03 00:00:00,-15,-21,0.0,2.8,1,1,77,08:14 PM,10:16 AM,08:59 AM,04:09 PM,-16,-24,-15,-24,25,100,96,0.0,1006,-15,10,356,17
2010-01-03 12:00:00,-15,-21,0.0,2.8,1,1,77,08:14 PM,10:16 AM,08:59 AM,04:09 PM,-18,-26,-18,-26,16,100,99,0.0,1008,-18,0,335,12
2010-01-04 00:00:00,-13,-23,0.0,2.8,1,1,70,09:48 PM,10:30 AM,08:58 AM,04:11 PM,-22,-29,-22,-29,16,100,98,0.0,1013,-23,0,309,9
2010-01-04 12:00:00,-13,-23,0.0,2.8,1,1,70,09:48 PM,10:30 AM,08:58 AM,04:11 PM,-17,-23,-16,-23,18,89,99,0.0,1014,-17,0,218,10
2010-01-05 00:00:00,-11,-16,0.2,2.8,1,1,63,11:17 PM,10:41 AM,08:58 AM,04:12 PM,-13,-19,-12,-19,19,100,97,0.0,1018,-13,10,227,13
2010-01-05 12:00:00,-11,-16,0.2,2.8,1,1,63,11:17 PM,10:41 AM,08:58 AM,04:12 PM,-13,-18,-13,-18,13,76,98,0.0,1023,-14,0,196,8
2010-01-06 00:00:00,-13,-16,0.0,2.8,1,1,56,No moonrise,10:53 AM,08:57 AM,04:14 PM,-16,-23,-16,-23,18,100,99,0.0,1026,-16,0,191,11
2010-01-06 12:00:00,-13,-16,0.0,2.8,1,1,56,No moonrise,10:53 AM,08:57 AM,04:14 PM,-13,-17,-13,-17,11,83,99,0.0,1029,-13,0,168,7
2010-01-07 00:00:00,-9,-15,0.7,2.8,1,1,48,12:44 AM,11:04 AM,08:57 AM,04:15 PM,-15,-23,-15,-23,23,100,98,0.0,1028,-15,10,136,15
2010-01-07 12:00:00,-9,-15,0.7,2.8,1,1,48,12:44 AM,11:04 AM,08:57 AM,04:15 PM,-11,-19,-11,-19,34,100,97,0.0,1021,-11,10,150,22
2010-01-08 00:00:00,-5,-8,1.2,2.9,1,1,41,02:09 AM,11:18 AM,08:56 AM,04:17 PM,-9,-15,-8,-15,22,99,97,0.0,1021,-8,10,159,14
2010-01-08 12:00:00,-5,-8,1.2,2.9,1,1,41,02:09 AM,11:18 AM,08:56 AM,04:17 PM,-7,-11,-6,-11,14,100,98,0.0,1019,-7,0,180,9
2010-01-09 00:00:00,-7,-17,0.1,2.9,1,1,34,03:34 AM,11:35 AM,08:55 AM,04:18 PM,-7,-12,-7,-12,17,100,97,0.0,1028,-7,0,248,11
2010-01-09 12:00:00,-7,-17,0.1,2.9,1,1,34,03:34 AM,11:35 AM,08:55 AM,04:18 PM,-11,-13,-11,-13,9,61,99,0.0,1033,-11,0,316,4
2010-01-10 00:00:00,-15,-22,0.0,7.7,1,1,27,04:54 AM,11:59 AM,08:54 AM,04:20 PM,-20,-23,-20,-23,7,7,99,0.0,1037,-22,0,350,3
2010-01-10 12:00:00,-15,-22,0.0,7.7,1,1,27,04:54 AM,11:59 AM,08:54 AM,04:20 PM,-13,-17,-13,-17,9,0,95,0.0,1036,-16,2,52,7
2010-01-11 00:00:00,-11,-23,0.0,7.7,2,1,19,06:08 AM,12:32 PM,08:54 AM,04:21 PM,-20,-20,-20,-20,2,4,95,0.0,1034,-23,10,133,1
2010-01-11 12:00:00,-11,-23,0.0,7.7,2,2,19,06:08 AM,12:32 PM,08:54 AM,04:21 PM,-15,-16,-14,-16,7,9,91,0.0,1030,-15,10,299,3
2010-01-12 00:00:00,-10,-17,0.0,7.7,2,1,12,07:10 AM,01:18 PM,08:53 AM,04:23 PM,-17,-21,-15,-21,17,8,88,0.0,1029,-17,10,287,8
2010-01-12 12:00:00,-10,-17,0.0,7.7,2,1,12,07:10 AM,01:18 PM,08:53 AM,04:23 PM,-10,-13,-9,-13,13,6,95,0.0,1025,-11,2,265,8
2010-01-13 00:00:00,-8,-16,0.0,2.9,2,1,5,07:57 AM,02:17 PM,08:52 AM,04:25 PM,-16,-20,-15,-20,15,17,93,0.0,1021,-16,10,277,7
2010-01-13 12:00:00,-8,-16,0.0,2.9,2,1,5,07:57 AM,02:17 PM,08:52 AM,04:25 PM,-8,-11,-7,-11,10,100,98,0.0,1020,-8,0,8,7
2010-01-14 00:00:00,-8,-15,0.1,2.9,1,1,0,08:31 AM,03:27 PM,08:51 AM,04:27 PM,-15,-20,-14,-20,17,48,99,0.0,1024,-15,0,284,8
2010-01-14 12:00:00,-8,-15,0.1,2.9,1,1,0,08:31 AM,03:27 PM,08:51 AM,04:27 PM,-8,-7,-7,-7,2,100,98,0.0,1026,-8,0,31,2
2010-01-15 00:00:00,-11,-19,0.0,6.8,1,1,0,08:54 AM,04:41 PM,08:50 AM,04:28 PM,-13,-13,-13,-13,2,100,98,0.0,1028,-14,0,301,1
2010-01-15 12:00:00,-11,-19,0.0,6.8,1,1,0,08:54 AM,04:41 PM,08:50 AM,04:28 PM,-13,-16,-13,-16,10,37,99,0.0,1031,-14,0,157,5
2010-01-16 00:00:00,-12,-23,0.0,7.8,1,1,2,09:11 AM,05:56 PM,08:48 AM,04:30 PM,-21,-21,-21,-21,4,18,100,0.0,1039,-23,0,71,2
2010-01-16 12:00:00,-12,-23,0.0,7.8,1,1,2,09:11 AM,05:56 PM,08:48 AM,04:30 PM,-16,-16,-16,-16,5,44,100,0.0,1045,-16,0,127,3
2010-01-17 00:00:00,-15,-24,0.0,7.9,1,1,10,09:24 AM,07:11 PM,08:47 AM,04:32 PM,-18,-23,-18,-23,14,19,99,0.0,1048,-19,0,214,7
2010-01-17 12:00:00,-15,-24,0.0,7.9,1,1,10,09:24 AM,07:11 PM,08:47 AM,04:32 PM,-14,-18,-14,-18,9,18,97,0.0,1049,-15,0,215,5
2010-01-18 00:00:00,-15,-26,0.0,7.9,1,1,17,09:34 AM,08:24 PM,08:46 AM,04:34 PM,-20,-23,-20,-23,8,0,97,0.0,1049,-26,0,215,4
2010-01-18 12:00:00,-15,-26,0.0,7.9,1,2,17,09:34 AM,08:24 PM,08:46 AM,04:34 PM,-14,-16,-13,-16,7,0,93,0.0,1048,-18,10,224,5
2010-01-19 00:00:00,-15,-26,0.0,7.9,2,1,24,09:43 AM,09:37 PM,08:45 AM,04:36 PM,-25,-27,-24,-27,7,6,90,0.0,1047,-26,10,185,3
2010-01-19 12:00:00,-15,-26,0.0,7.9,2,1,24,09:43 AM,09:37 PM,08:45 AM,04:36 PM,-16,-19,-15,-19,10,15,94,0.0,1044,-16,2,6,5
2010-01-20 00:00:00,-16,-22,0.0,3.0,1,1,31,09:52 AM,10:51 PM,08:43 AM,04:38 PM,-22,-27,-21,-27,12,41,95,0.0,1044,-22,2,71,7
2010-01-20 12:00:00,-16,-22,0.0,3.0,1,1,31,09:52 AM,10:51 PM,08:43 AM,04:38 PM,-16,-20,-15,-20,11,84,98,0.0,1045,-16,0,60,6
2010-01-21 00:00:00,-15,-20,0.0,3.0,1,1,39,10:01 AM,No moonset,08:42 AM,04:40 PM,-16,-21,-15,-21,16,96,99,0.0,1046,-16,0,90,9
2010-01-21 12:00:00,-15,-20,0.0,3.0,1,1,39,10:01 AM,No moonset,08:42 AM,04:40 PM,-15,-20,-15,-20,12,62,99,0.0,1047,-15,0,43,7
2010-01-22 00:00:00,-17,-22,0.0,3.0,1,1,46,10:11 AM,12:06 AM,08:40 AM,04:42 PM,-22,-27,-21,-27,13,96,99,0.0,1048,-22,0,48,7
2010-01-22 12:00:00,-17,-22,0.0,3.0,1,1,46,10:11 AM,12:06 AM,08:40 AM,04:42 PM,-17,-23,-16,-23,16,72,97,0.0,1046,-17,0,20,11
2010-01-23 00:00:00,-19,-23,0.0,3.0,1,1,53,10:24 AM,01:25 AM,08:39 AM,04:44 PM,-20,-25,-20,-25,15,100,100,0.0,1043,-20,0,9,7
2010-01-23 12:00:00,-19,-23,0.0,3.0,1,1,53,10:24 AM,01:25 AM,08:39 AM,04:44 PM,-18,-23,-18,-23,9,97,99,0.0,1040,-19,0,8,6
2010-01-24 00:00:00,-17,-23,0.1,3.0,1,1,60,10:43 AM,02:46 AM,08:37 AM,04:46 PM,-23,-30,-23,-30,19,47,96,0.0,1038,-23,2,5,9
2010-01-24 12:00:00,-17,-23,0.1,3.0,1,1,60,10:43 AM,02:46 AM,08:37 AM,04:46 PM,-17,-22,-17,-22,12,82,97,0.0,1035,-17,0,337,8
2010-01-25 00:00:00,-16,-22,0.5,3.0,1,1,68,11:11 AM,04:09 AM,08:36 AM,04:48 PM,-18,-22,-18,-22,10,100,98,0.0,1033,-18,0,324,6
2010-01-25 12:00:00,-16,-22,0.5,3.0,1,1,68,11:11 AM,04:09 AM,08:36 AM,04:48 PM,-16,-19,-16,-19,5,100,97,0.0,1034,-16,2,61,4
2010-01-26 00:00:00,-20,-26,0.3,3.1,1,1,75,11:53 AM,05:29 AM,08:34 AM,04:50 PM,-24,-31,-24,-31,12,100,98,0.0,1039,-25,0,46,8
2010-01-26 12:00:00,-20,-26,0.3,3.1,1,1,75,11:53 AM,05:29 AM,08:34 AM,04:50 PM,-21,-27,-20,-27,13,100,97,0.0,1037,-21,2,352,9
2010-01-27 00:00:00,-18,-25,0.0,3.1,1,1,82,12:55 PM,06:35 AM,08:33 AM,04:52 PM,-23,-27,-22,-27,9,77,96,0.0,1038,-23,2,236,5
2010-01-27 12:00:00,-18,-25,0.0,3.1,1,1,82,12:55 PM,06:35 AM,08:33 AM,04:52 PM,-18,-21,-18,-21,5,95,98,0.0,1034,-18,0,161,4
2010-01-28 00:00:00,-16,-22,0.0,3.1,1,1,90,02:19 PM,07:24 AM,08:31 AM,04:55 PM,-22,-27,-22,-27,12,99,99,0.0,1025,-22,0,163,6
2010-01-28 12:00:00,-16,-22,0.0,3.1,1,1,90,02:19 PM,07:24 AM,08:31 AM,04:55 PM,-16,-22,-15,-22,15,95,99,0.0,1014,-16,0,154,10
2010-01-29 00:00:00,-13,-17,0.2,3.1,1,1,97,03:55 PM,07:56 AM,08:29 AM,04:57 PM,-17,-26,-17,-26,31,87,98,0.0,1010,-17,10,154,16
2010-01-29 12:00:00,-13,-17,0.2,3.1,1,1,97,03:55 PM,07:56 AM,08:29 AM,04:57 PM,-14,-22,-14,-22,26,100,97,0.0,1006,-14,10,141,18
2010-01-30 00:00:00,-11,-15,0.1,3.1,1,1,100,05:35 PM,08:18 AM,08:27 AM,04:59 PM,-13,-20,-13,-20,16,100,97,0.0,1006,-13,0,144,12
2010-01-30 12:00:00,-11,-15,0.1,3.1,1,1,100,05:35 PM,08:18 AM,08:27 AM,04:59 PM,-11,-15,-11,-15,8,81,97,0.0,1009,-11,0,172,6
2010-01-31 00:00:00,-8,-13,0.3,3.3,1,1,100,07:12 PM,08:35 AM,08:25 AM,05:01 PM,-13,-20,-13,-20,26,82,98,0.0,1015,-13,10,173,14
2010-01-31 12:00:00,-8,-13,0.3,3.3,1,1,100,07:12 PM,08:35 AM,08:25 AM,05:01 PM,-9,-15,-9,-15,23,85,97,0.0,1017,-9,10,138,14
2010-02-01 00:00:00,-1,-8,1.2,3.3,1,1,77,08:47 PM,08:48 AM,08:24 AM,05:03 PM,-8,-14,-8,-14,23,100,97,0.0,1014,-8,10,119,15
2010-02-01 12:00:00,-1,-8,1.2,3.3,1,1,77,08:47 PM,08:48 AM,08:24 AM,05:03 PM,-2,-7,-2,-7,26,100,98,0.0,1011,-2,10,124,18
2010-02-02 00:00:00,-2,-4,0.7,3.3,1,1,69,10:18 PM,09:00 AM,08:22 AM,05:05 PM,-3,-9,-3,-9,26,100,98,0.0,1012,-3,10,146,17
2010-02-02 12:00:00,-2,-4,0.7,3.3,1,1,69,10:18 PM,09:00 AM,08:22 AM,05:05 PM,-4,-9,-4,-9,19,100,98,0.0,1012,-4,10,112,14
2010-02-03 00:00:00,-2,-5,1.0,3.3,1,1,62,11:48 PM,09:12 AM,08:20 AM,05:08 PM,-3,-7,-2,-7,26,100,96,0.0,1012,-2,10,155,17
2010-02-03 12:00:00,-2,-5,1.0,3.3,1,1,62,11:48 PM,09:12 AM,08:20 AM,05:08 PM,-4,-6,-4,-6,9,65,98,0.0,1025,-4,0,130,6
2010-02-04 00:00:00,-5,-12,0.1,8.7,1,1,54,No moonrise,09:25 AM,08:18 AM,05:10 PM,-6,-12,-5,-12,26,100,98,0.0,1028,-5,10,121,18
2010-02-04 12:00:00,-5,-12,0.1,8.7,1,2,54,No moonrise,09:25 AM,08:18 AM,05:10 PM,-9,-16,-9,-16,30,28,97,0.0,1037,-9,10,133,18
2010-02-05 00:00:00,-11,-17,0.0,8.7,2,1,47,01:16 AM,09:42 AM,08:16 AM,05:12 PM,-13,-22,-13,-22,38,32,97,0.0,1043,-13,10,141,21
2010-02-05 12:00:00,-11,-17,0.0,8.7,2,1,47,01:16 AM,09:42 AM,08:16 AM,05:12 PM,-11,-16,-10,-16,17,33,98,0.0,1045,-11,0,141,11
2010-02-06 00:00:00,-10,-22,0.0,8.7,1,1,39,02:40 AM,10:03 AM,08:14 AM,05:14 PM,-17,-21,-17,-21,12,2,98,0.0,1046,-22,0,167,6
2010-02-06 12:00:00,-10,-22,0.0,8.7,1,1,39,02:40 AM,10:03 AM,08:14 AM,05:14 PM,-10,-13,-9,-13,9,16,98,0.0,1043,-10,0,153,6
2010-02-07 00:00:00,-10,-19,0.0,6.9,1,1,32,03:58 AM,10:33 AM,08:12 AM,05:16 PM,-16,-20,-15,-20,14,2,94,0.0,1039,-18,2,174,7
2010-02-07 12:00:00,-10,-19,0.0,6.9,1,1,32,03:58 AM,10:33 AM,08:12 AM,05:16 PM,-10,-13,-9,-13,9,51,98,0.0,1034,-10,0,142,6
2010-02-08 00:00:00,-13,-17,0.1,6.9,1,1,24,05:04 AM,11:15 AM,08:10 AM,05:19 PM,-15,-21,-15,-21,20,81,98,0.0,1032,-15,0,162,10
2010-02-08 12:00:00,-13,-17,0.1,6.9,1,1,24,05:04 AM,11:15 AM,08:10 AM,05:19 PM,-14,-20,-13,-20,16,56,98,0.0,1028,-14,0,128,11
2010-02-09 00:00:00,-8,-14,1.5,3.4,1,1,16,05:56 AM,12:10 PM,08:08 AM,05:21 PM,-14,-21,-14,-21,22,100,97,0.0,1026,-14,10,134,15
2010-02-09 12:00:00,-8,-14,1.5,3.4,1,1,16,05:56 AM,12:10 PM,08:08 AM,05:21 PM,-9,-16,-9,-16,23,100,97,0.0,1024,-9,10,130,16
2010-02-10 00:00:00,-10,-13,1.2,3.4,1,1,9,06:33 AM,01:17 PM,08:06 AM,05:23 PM,-10,-16,-10,-16,20,100,97,0.0,1027,-10,10,140,14
2010-02-10 12:00:00,-10,-13,1.2,3.4,1,1,9,06:33 AM,01:17 PM,08:06 AM,05:23 PM,-12,-19,-11,-19,21,100,97,0.0,1030,-12,10,138,16
2010-02-11 00:00:00,-10,-13,0.4,3.5,1,1,1,07:00 AM,02:29 PM,08:04 AM,05:25 PM,-10,-16,-10,-16,22,100,97,0.0,1033,-10,10,159,15
2010-02-11 12:00:00,-10,-13,0.4,3.5,1,1,1,07:00 AM,02:29 PM,08:04 AM,05:25 PM,-11,-18,-11,-18,25,100,98,0.0,1035,-11,10,142,17
2010-02-12 00:00:00,-11,-15,0.0,8.7,2,1,0,07:19 AM,03:44 PM,08:01 AM,05:27 PM,-14,-22,-14,-22,29,36,97,0.0,1037,-14,10,159,17
2010-02-12 12:00:00,-11,-15,0.0,8.7,2,2,0,07:19 AM,03:44 PM,08:01 AM,05:27 PM,-12,-19,-11,-19,30,38,94,0.0,1036,-11,10,155,19
2010-02-13 00:00:00,-10,-16,0.7,3.6,2,1,0,07:33 AM,04:59 PM,07:59 AM,05:29 PM,-14,-21,-14,-21,27,19,97,0.0,1034,-14,10,150,15
2010-02-13 12:00:00,-10,-16,0.7,3.6,2,1,0,07:33 AM,04:59 PM,07:59 AM,05:29 PM,-13,-20,-12,-20,26,80,97,0.0,1029,-12,10,150,18
2010-02-14 00:00:00,-10,-11,2.8,3.7,1,1,0,07:44 AM,06:12 PM,07:57 AM,05:32 PM,-11,-16,-10,-16,18,100,97,0.0,1024,-10,10,145,13
2010-02-14 12:00:00,-10,-11,2.8,3.7,1,1,0,07:44 AM,06:12 PM,07:57 AM,05:32 PM,-11,-17,-10,-17,19,100,97,0.0,1018,-10,10,121,14
2010-02-15 00:00:00,-7,-11,0.4,3.7,1,1,6,07:53 AM,07:26 PM,07:55 AM,05:34 PM,-11,-16,-10,-16,15,100,98,0.0,1012,-11,0,122,11
2010-02-15 12:00:00,-7,-11,0.4,3.7,1,1,6,07:53 AM,07:26 PM,07:55 AM,05:34 PM,-7,-7,-7,-7,2,100,97,0.0,1008,-7,0,331,2
2010-02-16 00:00:00,-9,-17,0.0,5.4,1,1,13,08:02 AM,08:39 PM,07:53 AM,05:36 PM,-10,-15,-10,-15,12,100,99,0.0,1010,-10,0,352,8
2010-02-16 12:00:00,-9,-17,0.0,5.4,1,1,13,08:02 AM,08:39 PM,07:53 AM,05:36 PM,-9,-12,-9,-12,9,62,99,0.0,1010,-9,0,325,7
2010-02-17 00:00:00,-9,-22,0.0,5.4,1,1,21,08:11 AM,09:54 PM,07:50 AM,05:38 PM,-16,-21,-15,-21,18,9,97,0.0,1012,-17,2,309,9
2010-02-17 12:00:00,-9,-22,0.0,5.4,1,1,21,08:11 AM,09:54 PM,07:50 AM,05:38 PM,-9,-12,-9,-12,7,68,99,0.0,1015,-9,0,321,6
2010-02-18 00:00:00,-5,-23,0.6,3.7,1,1,29,08:21 AM,11:11 PM,07:48 AM,05:40 PM,-21,-26,-21,-26,14,11,98,0.0,1019,-23,0,143,6
2010-02-18 12:00:00,-5,-23,0.6,3.7,1,1,29,08:21 AM,11:11 PM,07:48 AM,05:40 PM,-7,-11,-7,-11,14,100,99,0.0,1013,-7,0,151,10
2010-02-19 00:00:00,-3,-12,3.9,3.7,1,1,36,08:33 AM,No moonset,07:46 AM,05:42 PM,-8,-11,-7,-11,12,98,97,0.0,1010,-8,0,309,9
2010-02-19 12:00:00,-3,-12,3.9,3.7,1,1,36,08:33 AM,No moonset,07:46 AM,05:42 PM,-7,-10,-7,-10,7,100,99,0.0,1010,-8,0,117,5
2010-02-20 00:00:00,-7,-13,4.0,3.8,1,1,44,08:49 AM,12:30 AM,07:43 AM,05:45 PM,-6,-9,-6,-9,8,100,98,0.0,1005,-7,0,32,6
2010-02-20 12:00:00,-7,-13,4.0,3.8,1,1,44,08:49 AM,12:30 AM,07:43 AM,05:45 PM,-11,-18,-11,-18,20,100,99,0.0,1008,-11,10,66,15
2010-02-21 00:00:00,-13,-15,1.9,3.8,1,1,51,09:13 AM,01:51 AM,07:41 AM,05:47 PM,-15,-24,-15,-24,27,100,98,0.0,1004,-15,10,84,20
2010-02-21 12:00:00,-13,-15,1.9,3.8,1,1,51,09:13 AM,01:51 AM,07:41 AM,05:47 PM,-14,-21,-14,-21,18,100,97,0.0,1003,-14,10,76,14
2010-02-22 00:00:00,-11,-12,3.8,3.8,1,1,59,09:47 AM,03:09 AM,07:39 AM,05:49 PM,-12,-20,-12,-20,23,100,98,0.0,1001,-12,10,91,17
2010-02-22 12:00:00,-11,-12,3.8,3.8,1,1,59,09:47 AM,03:09 AM,07:39 AM,05:49 PM,-11,-14,-10,-14,7,100,97,0.0,1000,-11,0,130,6
2010-02-23 00:00:00,-4,-15,0.1,3.8,1,1,66,10:38 AM,04:18 AM,07:36 AM,05:51 PM,-13,-19,-13,-19,15,100,98,0.0,1009,-14,0,281,9
2010-02-23 12:00:00,-4,-15,0.1,3.8,1,1,66,10:38 AM,04:18 AM,07:36 AM,05:51 PM,-4,-5,-3,-5,6,72,99,0.0,1013,-4,0,159,5
2010-02-24 00:00:00,0,-4,0.3,3.8,1,1,74,11:49 AM,05:14 AM,07:34 AM,05:53 PM,-4,-9,-4,-9,25,100,98,0.0,1010,-4,10,177,15
2010-02-24 12:00:00,0,-4,0.3,3.8,1,1,74,11:49 AM,05:14 AM,07:34 AM,05:53 PM,1,-2,1,-2,12,100,100,0.0,1009,0,0,199,8
2010-02-25 00:00:00,-0,-5,0.4,3.8,1,1,81,01:17 PM,05:52 AM,07:31 AM,05:55 PM,0,-3,0,-3,18,100,100,0.0,1012,-0,0,350,12
2010-02-25 12:00:00,-0,-5,0.4,3.8,1,1,81,01:17 PM,05:52 AM,07:31 AM,05:55 PM,-1,-3,-1,-3,8,100,100,0.0,1017,-1,0,25,6
2010-02-26 00:00:00,1,-3,0.6,3.9,1,1,89,02:53 PM,06:19 AM,07:29 AM,05:57 PM,-3,-7,-3,-7,17,100,99,0.0,1018,-3,0,106,11
2010-02-26 12:00:00,1,-3,0.6,3.9,1,1,89,02:53 PM,06:19 AM,07:29 AM,05:57 PM,1,-1,1,-1,13,100,100,0.0,1016,1,0,160,7
2010-02-27 00:00:00,0,-5,0.1,3.9,1,1,97,04:30 PM,06:38 AM,07:27 AM,05:59 PM,-3,-7,-3,-7,18,96,98,0.0,1016,-3,0,179,12
2010-02-27 12:00:00,0,-5,0.1,3.9,1,1,97,04:30 PM,06:38 AM,07:27 AM,05:59 PM,0,-3,0,-3,14,100,100,0.0,1015,0,0,158,9
2010-02-28 00:00:00,-3,-6,0.3,5.4,1,1,100,06:07 PM,06:53 AM,07:24 AM,06:01 PM,-4,-8,-4,-8,14,100,99,0.0,1017,-5,0,168,10
2010-02-28 12:00:00,-3,-6,0.3,5.4,1,1,100,06:07 PM,06:53 AM,07:24 AM,06:01 PM,-3,-7,-3,-7,17,100,98,0.0,1016,-3,10,163,13
2010-03-01 00:00:00,-0,-5,1.2,5.4,1,1,100,07:42 PM,07:06 AM,07:22 AM,06:03 PM,-5,-9,-5,-9,15,100,99,0.0,1016,-5,0,171,10
2010-03-01 12:00:00,-0,-5,1.2,5.4,1,1,100,07:42 PM,07:06 AM,07:22 AM,06:03 PM,-1,-5,-1,-5,16,98,98,0.0,1011,-1,10,159,13
2010-03-02 00:00:00,1,0,1.1,5.4,1,1,85,09:15 PM,07:18 AM,07:19 AM,06:06 PM,0,-4,1,-4,26,100,100,0.0,1005,0,10,170,16
2010-03-02 12:00:00,1,0,1.1,5.4,1,1,85,09:15 PM,07:18 AM,07:19 AM,06:06 PM,1,-2,1,-2,17,100,100,0.0,1005,1,0,191,10
2010-03-03 00:00:00,-0,-2,0.9,5.5,1,1,78,10:46 PM,07:31 AM,07:17 AM,06:08 PM,-2,-4,-2,-4,14,82,98,0.0,1006,-2,0,222,7
2010-03-03 12:00:00,-0,-2,0.9,5.5,1,1,78,10:46 PM,07:31 AM,07:17 AM,06:08 PM,0,-3,0,-3,12,66,99,0.0,1009,-0,0,232,9
2010-03-04 00:00:00,-0,-6,1.1,5.5,1,1,71,No moonrise,07:47 AM,07:14 AM,06:10 PM,-4,-8,-4,-8,17,96,97,0.0,1011,-4,2,218,11
2010-03-04 12:00:00,-0,-6,1.1,5.5,1,1,71,No moonrise,07:47 AM,07:14 AM,06:10 PM,-0,-3,0,-3,11,81,100,0.0,1012,-0,0,211,9
2010-03-05 00:00:00,-3,-9,0.2,5.5,1,1,63,12:15 AM,08:07 AM,07:11 AM,06:12 PM,-5,-9,-5,-9,14,100,97,0.0,1010,-5,0,227,9
2010-03-05 12:00:00,-3,-9,0.2,5.5,1,1,63,12:15 AM,08:07 AM,07:11 AM,06:12 PM,-3,-6,-3,-6,7,100,100,0.0,1010,-3,0,248,6
2010-03-06 00:00:00,-5,-10,0.1,5.5,1,1,56,01:39 AM,08:34 AM,07:09 AM,06:14 PM,-9,-13,-9,-13,11,100,98,0.0,1016,-10,0,212,6
2010-03-06 12:00:00,-5,-10,0.1,5.5,1,1,56,01:39 AM,08:34 AM,07:09 AM,06:14 PM,-5,-6,-4,-6,5,100,96,0.0,1019,-5,2,314,4
2010-03-07 00:00:00,-6,-12,0.2,5.6,1,1,49,02:51 AM,09:13 AM,07:06 AM,06:16 PM,-11,-16,-10,-16,17,93,98,0.0,1022,-11,0,41,10
2010-03-07 12:00:00,-6,-12,0.2,5.6,1,1,49,02:51 AM,09:13 AM,07:06 AM,06:16 PM,-6,-11,-6,-11,16,100,99,0.0,1024,-6,0,10,12
2010-03-08 00:00:00,-6,-11,0.0,5.6,1,1,42,03:50 AM,10:04 AM,07:04 AM,06:18 PM,-11,-17,-11,-17,20,100,97,0.0,1026,-11,0,6,12
2010-03-08 12:00:00,-6,-11,0.0,5.6,1,1,42,03:50 AM,10:04 AM,07:04 AM,06:18 PM,-5,-9,-5,-9,10,96,99,0.0,1025,-6,0,323,8
2010-03-09 00:00:00,-4,-10,0.6,5.6,1,1,34,04:33 AM,11:07 AM,07:01 AM,06:20 PM,-10,-17,-10,-17,33,100,98,0.0,1020,-10,10,269,18
2010-03-09 12:00:00,-4,-10,0.6,5.6,1,1,34,04:33 AM,11:07 AM,07:01 AM,06:20 PM,-3,-7,-3,-7,12,100,100,0.0,1018,-4,0,258,9
2010-03-10 00:00:00,-1,-7,0.1,7.3,1,1,27,05:03 AM,12:18 PM,06:59 AM,06:22 PM,-7,-11,-7,-11,15,79,97,0.0,1020,-7,0,302,9
2010-03-10 12:00:00,-1,-7,0.1,7.3,1,1,27,05:03 AM,12:18 PM,06:59 AM,06:22 PM,-2,-7,-2,-7,22,86,98,0.0,1019,-2,10,241,15
2010-03-11 00:00:00,1,-4,0.5,8.7,1,1,20,05:25 AM,01:32 PM,06:56 AM,06:24 PM,-1,-5,-0,-5,27,100,97,0.0,1015,-1,10,263,17
2010-03-11 12:00:00,1,-4,0.5,8.7,1,1,20,05:25 AM,01:32 PM,06:56 AM,06:24 PM,1,-2,1,-2,20,100,100,0.0,1015,1,0,215,11
2010-03-12 00:00:00,-0,-7,0.0,10.2,2,1,12,05:40 AM,02:46 PM,06:53 AM,06:26 PM,-5,-10,-5,-10,25,15,96,0.0,1012,-5,10,236,14
2010-03-12 12:00:00,-0,-7,0.0,10.2,2,1,12,05:40 AM,02:46 PM,06:53 AM,06:26 PM,0,-3,0,-3,13,51,99,0.0,1008,-0,0,209,9
2010-03-13 00:00:00,-0,-10,0.4,5.9,1,1,5,05:52 AM,04:00 PM,06:51 AM,06:28 PM,-7,-11,-6,-11,24,48,96,0.0,1001,-7,2,271,12
2010-03-13 12:00:00,-0,-10,0.4,5.9,1,1,5,05:52 AM,04:00 PM,06:51 AM,06:28 PM,0,-2,0,-2,8,86,100,0.0,997,-0,0,257,6
2010-03-14 00:00:00,-1,-10,0.3,5.9,1,1,0,06:02 AM,05:14 PM,06:48 AM,06:30 PM,-7,-11,-7,-11,16,94,99,0.0,998,-8,0,291,9
2010-03-14 12:00:00,-1,-10,0.3,5.9,1,1,0,06:02 AM,05:14 PM,06:48 AM,06:30 PM,-1,-3,-1,-3,6,80,98,0.0,997,-1,0,203,5
